Result Statistical Base Code
Maximum
Mean
Median
Minimum
Mode
05 Pctl
10 Pctl
15 Pctl
20 Pctl
25 Pctl
75 Pctl
80 Pctl
85 Pctl
90 Pctl
95 Pctl
AMS
AMS+
7DADM
Daily Geometric Mean
Geometric Mean
30-day Geometric Mean
MPN
Single Sample Maximum
Standard Deviation
Daily Minimum
Daily Maximum
BAV
STV
RAD Error
Delta
Standard Error
Sum
Count
Hourly Minimum
Hourly Maximum
BNT
99 Pctl
2-Sigma CSU
