Sample Collection Equipment Name
A-Frame Net
Activity Trap
Anchor Box Dredge
Artificial Substrate
Backpack Electroshock
Beach Seine Net
Beam Trawl
Benthic Corer (Other)
Benthic Dredge (Other)
Benthic Grab (Other)
Birge Closing Net
Black Light Trap
Block Net
Boat-Mounted Electroshock
Bod Dredge
Bongo Net
Boomerang Corer
Boomerang Grab
Box Corer
Box Sampler
Brail
Bucket
Burrell Epibenthic Sled
Campbell Grab
Center Bag
Chain Dredge
Clam-Shell Grab
Clarke-Bumpus Net
Concussion
Creel Survey
D-Frame Net
Danish Seine Net
Dart Corer (Gravity)
DH-81
DH-95
Dietz-Lafond Grab
Dip Net
Draw Down
Drift Gill Net
Drilled Sampler
Drive Sampler (Generic)
Drop Net
Ekman Grab
Electric Seine
Electroshock (Other)
Emergence Trap
English Umbrella Net
Erwin Piston Corer
Ewing Gravity Corer
Experimental Brail
Experimental Gill Net
Fish Weir
Free Fall Grab
Fry Trap
Funnel Trap
Fyke Net
Glass Slide
Glass Slide Device
Gravity Corer (Generic)
Hand Corer
Herring Trawl
Hess Sampler
Hester-Dendy
Hook And Line
Hydraulic Grab
Hydroacoustics
Hydroplastic (PVC) Corer
Insect Trap
Isaacs-Kidd Trawl
Juday Trap
Kemmerer Bottle
Kick Net
Kullenberg Gravity Corer
Larval Light Fish Trap
Long Line
Marmap Neuston Net
Minnow Seine Net
Miscellaneous (Other)
Mochness Net
Modified Surber Sampler
MTD Net
Nansen Bottle
Natural Substrate
Net Vertical Tow (Other)
Net/Horizontal Tow (Other)
Net/Non Tow (Other)
Niskin Bottle
Norpac Net
Orange-Peel Grab
Original Surber Sampler
Other Toxicant
Otter Trawl
Pair Trawl
Pamatmat Multiple Quartz Corer
Peterson Grab
Petite Ponar Grab
Phleger Corer (Gravity)
Pipe Dredge
Piston Corer (Generic)
Plankton Net
Plexiglass Slide Device
Plexiglass Trap
Plummet Net
Polar Orga. Chem. Integrative Sampler
Ponar Grab
Pound Net
Pram Electroshock
Probe/Sensor
Pull Sled
Pump/Air Lift
Pump/Bailer
Pump/Centrifugal
Pump/Jet
Pump/Non-Submersible
Pump/Piston
Pump/Rotary
Pump/Submersible
Pump/Turbine
Purse Seine Net
Push Net
Rectangular Net
Remotely Operated Vehicle
Rock Basket
Roller Frame Trawl
Rotenone
Roving Drop Net
Scoop Fish Grab
Sediment Trap
Seine Net
Semipermeable Membrane Device
Set (Passive) Gill Net
Ship Sea Chest
Shipek Grab
SHOVEL
Shrimp Trawl
Simple Conical Net
Single-Vessel Operated Tow Net
Smith-McIntire Grab
Sodium Cyanide
Spear/Gun
Spear/Hand
Spear/Hawaiian Sling
Square-Mouth Net
Stationary Drop Net
Still Camera
Stop Net
Stovepipe Sampler
Stream-Side Electroshock
Suction Dredge
Surber Sampler
Syringe
T-Sampler
Terminal Bag
Tile Plate
Tow Net
Towed Dredge
Trammel Net
Trap Net
Trap Substrate (Other)
Traveling Screen
Trot Line
Tucker Net
Two-Vessel Operated Tow Net
Van Dorn Bottle
Van Veen Grab
Variable Mesh Gill Net
Vibrating Corer
Video Camera
Vinyl Tube
Visual Sighting
Water Bottle
Water Sampler (Other)
WBH-96
Whirl-pak bag
Wisconsin-Style Net
Yankee Trawl
Young Grab
Stainless Steel Spoon
Split Spoon
Shelby Tube
Storm Water Sampler
Cast Net
Radiello
Summa
Push Point Sampler
Pump/Peristaltic
