Method Speciation Name
as CaCO3
as CO3
as HCO3
as N
as NH3
as NH4
as NO2
as NO3
as P
as PO4
as S
as Si
as SiO2
as SO3
as SO4
as Na
as H
as B
as Cl
as F
as O2
as As
as LAS
as DPA
as Se
as C3H6O2
as U3O8
as Ra226
as OH
